,EASTERN REGION,,,,METROPOLITAN NORTH WEST REGION,,,,METROPOLITAN SOUTH EAST REGION,,,,NORTH EASTERN REGION,,,,NORTHERN REGION,,,,SOUTH WESTERN REGION,,,,WESTERN REGION,,,
DATE,FATAL,SERIOUS,NOINJURY,OTHER,FATAL,SERIOUS,NOINJURY,OTHER,FATAL,SERIOUS,NOINJURY,OTHER,FATAL,SERIOUS,NOINJURY,OTHER,FATAL,SERIOUS,NOINJURY,OTHER,FATAL,SERIOUS,NOINJURY,OTHER,FATAL,SERIOUS,NOINJURY,OTHER
28/10/2017,0,0,0,0,0,5,0,2,0,3,0,6,0,1,0,1,1,1,0,1,0,3,0,1,0,3,0,1
29/10/2017,0,2,0,2,0,7,0,5,1,4,0,6,0,0,0,1,0,1,0,1,0,0,0,2,0,3,0,1
30/10/2017,0,2,0,3,0,10,0,8,0,4,0,13,0,0,0,2,0,1,0,0,0,0,0,1,1,0,0,1
31/10/2017,0,0,0,0,0,3,0,10,0,5,0,14,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1
1/11/2017,0,1,0,3,0,7,0,8,1,2,0,11,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0
2/11/2017,0,3,0,0,0,3,0,9,1,4,0,8,0,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0
3/11/2017,0,1,0,0,0,7,0,8,1,4,0,10,0,1,0,0,0,2,0,1,1,1,0,2,0,1,0,0
4/11/2017,0,1,0,4,0,8,0,5,0,4,0,8,0,2,0,1,0,3,0,0,0,2,0,1,0,1,0,2
5/11/2017,1,1,0,2,0,6,0,9,1,2,0,0,2,2,0,2,1,1,0,0,0,0,0,0,0,0,0,2
6/11/2017,0,1,0,1,0,8,0,2,0,2,0,5,0,1,0,2,1,2,0,0,0,2,0,0,1,1,0,1
7/11/2017,0,0,0,1,0,4,0,1,0,7,0,8,NA,1,0,3,0,3,0,0,0,4,0,0,0,0,0,1
8/11/2017,0,3,0,1,0,2,0,9,1,7,0,9,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0
9/11/2017,0,0,0,1,1,11,0,9,0,8,0,8,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,4
10/11/2017,0,0,0,1,0,5,0,9,0,7,0,7,0,1,0,2,1,0,0,4,0,0,0,0,0,2,0,1
11/11/2017,0,0,0,0,0,4,0,6,0,10,0,3,0,2,0,0,0,1,0,0,2,3,0,1,0,1,0,1
12/11/2017,0,3,0,2,0,7,0,8,0,4,0,5,0,1,0,2,0,1,0,0,0,1,0,1,0,0,0,1
13/11/2017,0,1,0,4,1,4,0,9,0,6,0,7,0,1,0,1,0,2,0,2,0,2,0,1,0,0,0,0
14/11/2017,0,0,0,1,0,6,0,7,0,11,0,4,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,5
15/11/2017,0,1,0,2,0,11,0,8,0,9,0,12,0,2,0,0,1,1,0,2,0,2,0,0,0,1,0,4
16/11/2017,0,1,0,2,0,1,0,11,0,10,0,14,0,0,0,0,0,1,0,2,0,3,0,2,0,0,0,2
17/11/2017,1,0,0,1,0,5,0,12,1,7,0,9,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,2
18/11/2017,1,2,0,4,0,6,0,14,1,8,0,6,0,1,0,1,0,3,0,0,0,4,0,5,0,0,0,1
19/11/2017,0,4,0,1,0,5,0,3,0,6,0,11,1,1,0,3,0,1,0,0,0,3,0,0,0,3,0,0
20/11/2017,0,1,0,1,0,5,0,5,1,5,0,6,0,1,0,2,0,2,0,2,0,1,0,3,0,2,0,4
21/11/2017,0,2,0,2,0,7,0,11,0,5,0,6,0,1,0,0,0,1,0,4,0,1,0,2,0,0,0,0
22/11/2017,0,0,0,1,0,3,0,14,0,10,0,10,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0
23/11/2017,0,0,0,1,1,5,0,NA,1,13,0,14,0,1,0,1,0,1,0,1,0,3,0,2,1,0,0,1
24/11/2017,0,0,0,4,0,8,0,10,1,8,0,10,0,2,0,4,0,1,0,3,0,3,0,3,0,1,0,3
25/11/2017,1,1,0,2,0,8,0,7,0,6,0,7,0,2,0,0,0,0,0,0,0,4,0,1,1,1,0,2
26/11/2017,0,0,0,0,0,5,0,4,0,2,0,3,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1
27/11/2017,0,0,0,0,0,4,0,11,0,10,0,12,0,1,0,0,0,1,0,1,0,2,0,3,0,0,0,1
28/11/2017,0,0,0,1,0,7,0,9,0,8,0,13,0,1,0,1,0,0,0,2,0,1,0,0,0,3,0,0
29/11/2017,0,0,0,1,0,8,0,7,0,12,0,9,1,0,0,2,0,0,0,3,1,2,0,1,0,0,0,1
30/11/2017,0,1,0,0,0,6,0,7,0,4,0,9,0,2,0,0,0,3,0,0,0,2,0,2,0,1,0,3
1/12/2017,0,1,0,1,0,8,0,11,0,12,0,7,0,0,0,1,0,0,0,1,1,3,0,0,0,1,0,3
2/12/2017,0,1,0,3,0,8,0,9,0,9,0,7,0,0,0,1,0,0,0,2,0,3,0,2,0,1,0,2
3/12/2017,0,0,0,1,0,0,0,3,0,10,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0
4/12/2017,0,1,0,1,0,3,0,7,1,4,0,10,0,2,0,0,0,1,0,4,0,0,0,3,0,0,0,1
5/12/2017,0,0,0,0,0,7,0,9,0,7,0,4,0,1,0,0,0,2,0,1,0,0,0,0,0,2,0,1
6/12/2017,0,1,0,2,0,3,0,11,1,7,0,9,0,2,0,2,0,0,0,0,0,0,0,2,0,1,0,1
7/12/2017,0,1,0,2,0,5,0,12,0,6,0,10,0,0,0,0,1,1,0,1,0,2,0,1,0,0,0,1
8/12/2017,0,2,0,0,0,7,0,10,0,7,0,5,0,0,0,3,0,1,0,3,1,1,0,2,0,2,0,0
9/12/2017,0,2,0,2,1,6,0,8,1,4,0,6,0,2,0,1,0,2,0,0,0,1,0,0,0,1,0,3
10/12/2017,0,2,0,1,0,3,0,6,0,4,0,1,0,2,0,0,1,0,0,3,0,1,0,5,0,3,0,1
11/12/2017,0,1,0,2,0,9,0,7,0,5,0,11,0,1,0,1,0,0,0,1,0,0,0,3,0,2,0,2
12/12/2017,0,0,0,3,0,5,0,8,0,6,0,7,0,1,0,0,0,1,0,0,0,2,0,0,1,1,0,1
13/12/2017,0,0,0,0,0,5,0,8,0,3,0,9,0,0,0,3,0,0,0,0,0,2,0,3,0,0,0,0
14/12/2017,0,1,0,1,0,10,0,13,1,8,0,6,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,4
15/12/2017,0,0,0,4,0,4,0,13,1,4,0,7,0,1,0,1,0,1,0,0,0,1,0,1,0,2,0,3
16/12/2017,0,3,0,1,1,0,0,8,1,6,0,7,0,2,0,1,0,1,0,0,0,3,0,1,0,3,0,1
17/12/2017,0,1,0,1,1,3,0,10,0,6,0,11,0,1,0,2,0,2,0,2,0,3,0,0,0,1,0,0
18/12/2017,0,0,0,0,0,4,0,5,0,9,0,5,1,0,0,0,0,2,0,0,0,1,0,0,1,0,0,2
19/12/2017,0,1,0,1,0,7,0,11,1,3,0,6,0,3,0,2,0,4,0,0,0,7,0,3,0,0,0,1
20/12/2017,0,1,0,0,0,6,0,15,0,8,0,8,0,0,0,1,0,1,0,5,1,1,0,2,0,0,0,0
21/12/2017,0,0,0,0,2,7,0,3,0,2,0,8,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,2
22/12/2017,0,1,0,0,0,7,0,6,0,7,0,6,0,1,0,0,1,1,0,2,1,1,0,1,0,2,0,0
23/12/2017,0,1,0,5,0,4,0,15,0,4,0,5,0,1,0,2,0,0,0,0,0,0,0,1,1,2,0,1
24/12/2017,0,0,0,1,1,5,0,1,0,5,0,7,0,3,0,1,0,0,0,0,0,3,0,2,0,1,0,1
25/12/2017,0,1,0,2,0,1,0,4,0,9,0,3,0,0,0,0,0,1,0,0,0,3,0,1,0,1,0,1
26/12/2017,0,0,0,5,1,6,0,5,0,2,0,2,0,0,0,0,0,2,0,3,1,1,0,1,0,0,0,2
27/12/2017,0,0,0,2,0,4,0,5,0,4,0,5,1,1,0,2,0,0,0,2,0,2,0,1,0,1,0,1
28/12/2017,1,0,0,0,0,4,0,7,0,2,0,5,0,2,0,0,0,1,0,2,0,1,0,3,0,1,0,1
29/12/2017,1,0,0,5,0,2,0,7,0,5,0,10,0,3,0,1,0,2,0,1,1,1,0,1,0,3,0,0
30/12/2017,0,0,0,3,0,3,0,1,0,1,0,6,0,4,0,0,1,1,0,1,0,2,0,2,0,1,0,1
31/12/2017,0,2,0,4,0,4,0,2,0,4,0,3,0,0,0,0,0,0,0,1,0,0,0,5,0,2,0,1
1/1/2018,0,0,0,2,0,4,0,1,0,3,0,1,0,0,0,1,0,1,0,1,0,0,0,3,2,0,0,0
2/1/2018,0,2,0,1,0,5,0,2,0,4,0,4,0,0,0,3,0,0,0,1,0,3,0,1,0,0,0,0
3/1/2018,0,2,0,1,0,4,0,7,0,5,0,6,1,1,0,1,0,1,0,1,0,2,0,0,0,4,0,5
4/1/2018,0,1,0,1,0,9,0,3,1,6,0,6,0,2,0,2,0,1,0,0,0,1,0,0,1,0,0,1
5/1/2018,0,3,0,0,1,4,0,7,0,8,0,4,0,2,0,0,0,0,0,1,0,1,0,2,0,0,0,0
6/1/2018,0,0,0,4,0,1,0,4,0,6,0,5,0,1,0,2,2,1,0,0,0,1,0,1,0,1,0,1
7/1/2018,0,1,0,1,0,3,0,2,0,4,0,5,1,1,0,0,0,0,0,0,0,3,0,2,0,1,0,2
8/1/2018,0,0,0,1,0,5,0,8,0,3,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2
9/1/2018,0,0,0,1,0,2,0,11,0,7,0,5,1,1,0,0,0,0,0,1,0,5,0,1,0,0,0,0
10/1/2018,0,1,0,2,0,4,0,6,1,10,0,4,0,1,0,0,0,1,0,1,1,0,0,0,0,2,0,0
11/1/2018,0,1,0,1,0,3,0,13,0,7,0,7,0,0,0,3,0,2,0,2,0,2,0,2,0,0,0,1
12/1/2018,0,3,0,2,0,3,0,16,0,7,0,13,0,0,0,0,0,2,0,0,0,2,0,3,0,0,0,0
13/1/2018,0,1,0,1,0,5,0,8,0,7,0,6,0,3,0,0,0,0,0,2,0,4,0,0,0,2,0,1
14/1/2018,1,2,0,1,0,6,0,4,0,3,0,4,0,1,0,2,0,2,0,0,0,1,0,2,0,1,0,3
15/1/2018,0,0,0,2,0,0,0,7,0,3,0,5,0,0,0,1,0,1,0,0,0,3,0,1,0,1,0,1
16/1/2018,0,0,0,1,0,9,0,9,0,1,0,7,0,1,0,0,1,1,0,0,0,1,0,2,0,0,0,2
17/1/2018,0,0,0,3,0,7,0,5,0,6,0,9,0,0,0,1,0,1,0,0,0,1,0,2,0,0,0,2
18/1/2018,1,0,0,4,0,4,0,5,0,6,0,2,0,2,0,2,0,3,0,1,0,3,0,0,0,1,0,0
19/1/2018,0,2,0,1,0,7,0,6,0,7,0,7,0,0,0,0,0,0,0,1,0,2,0,1,0,1,0,1
20/1/2018,1,2,0,2,0,4,0,9,1,10,0,2,0,3,0,1,0,1,0,1,0,3,0,5,0,1,0,1
21/1/2018,0,3,0,2,0,6,0,5,0,6,0,1,0,1,0,1,0,1,0,0,0,1,0,4,0,1,0,0
22/1/2018,0,0,0,0,0,6,0,10,0,8,0,6,1,0,0,3,0,1,0,0,1,2,0,1,0,1,0,2
23/1/2018,0,0,0,0,0,4,0,6,1,7,0,4,0,1,0,0,0,3,0,1,0,5,0,2,0,3,0,1
24/1/2018,0,1,0,0,0,5,0,13,0,3,0,8,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1
25/1/2018,0,0,0,3,0,1,0,9,0,7,0,4,0,2,0,2,0,1,0,1,0,1,0,1,0,2,0,2
26/1/2018,0,2,0,2,0,4,0,4,0,11,0,3,0,5,0,0,0,1,0,1,0,2,0,1,0,1,0,1
27/1/2018,0,1,0,1,0,2,0,10,0,3,0,10,0,2,0,0,0,1,0,0,0,0,0,2,1,2,0,0
28/1/2018,0,0,0,3,1,3,0,8,0,5,0,7,1,1,0,0,1,1,0,1,0,7,0,0,0,0,0,0
29/1/2018,0,0,0,2,1,4,0,7,0,5,0,7,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,4
30/1/2018,0,1,0,5,1,3,0,5,0,6,0,4,0,2,0,0,0,1,0,1,0,3,0,3,0,1,0,0
31/1/2018,0,0,0,3,1,4,0,10,0,2,0,3,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1/2/2018,0,0,0,1,0,5,0,13,0,6,0,6,0,2,0,1,0,1,0,3,0,1,0,1,0,1,0,0
2/2/2018,0,1,0,0,0,10,0,14,0,7,0,10,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,1
3/2/2018,0,0,0,1,0,3,0,8,0,5,0,7,0,2,0,0,0,0,0,3,1,3,0,2,0,1,0,0
4/2/2018,0,0,0,2,0,2,0,9,1,8,0,10,0,1,0,1,0,2,0,1,0,4,0,1,0,0,0,1
5/2/2018,0,1,0,1,1,2,0,5,1,7,0,5,0,0,0,0,0,2,0,1,0,2,0,0,1,1,0,2
6/2/2018,0,0,0,0,0,7,0,5,0,4,0,10,0,0,0,0,0,0,0,1,0,4,0,0,0,2,0,0
7/2/2018,0,2,0,4,0,5,0,9,0,7,0,12,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2
8/2/2018,0,0,0,0,0,8,0,7,0,4,0,3,0,1,0,1,0,1,0,1,0,4,0,2,0,2,0,2
9/2/2018,0,0,0,2,0,5,0,4,0,6,0,5,0,0,0,0,0,2,0,1,0,1,0,1,0,1,0,0
10/2/2018,0,1,0,0,0,3,0,2,0,7,0,6,0,4,0,3,1,1,0,1,1,2,0,1,0,0,0,1
11/2/2018,0,0,0,1,0,7,0,7,0,2,0,7,0,2,0,1,0,2,0,2,1,1,0,1,0,0,0,0
12/2/2018,0,2,0,0,0,8,0,14,0,6,0,3,0,1,0,2,0,1,0,1,0,2,0,1,0,2,0,1
13/2/2018,1,0,0,2,0,3,0,11,0,4,0,7,0,3,0,1,0,0,0,1,0,3,0,1,0,1,0,0
14/2/2018,0,0,0,3,0,7,0,13,0,12,0,4,0,0,0,1,0,1,0,0,0,4,0,1,0,1,0,4
15/2/2018,0,0,0,0,0,9,0,9,1,6,0,9,0,1,0,0,0,0,0,1,1,5,0,0,0,0,0,0
16/2/2018,0,2,0,2,0,3,0,8,1,9,0,9,0,0,0,2,0,1,0,1,0,3,0,1,0,2,0,4
17/2/2018,0,2,0,1,0,9,0,4,0,4,0,6,1,2,0,0,0,2,0,1,0,1,0,1,1,1,0,0
18/2/2018,0,1,0,2,0,5,0,4,2,4,0,7,0,2,0,1,0,2,0,0,0,2,0,0,0,1,0,0
19/2/2018,0,0,0,3,0,10,0,6,0,7,0,10,0,1,0,2,0,0,0,0,0,3,0,1,0,0,0,3
20/2/2018,0,0,0,4,0,10,0,8,1,9,0,6,0,0,0,1,0,1,0,1,0,2,0,0,0,1,0,1
21/2/2018,0,1,0,1,0,4,0,5,1,7,0,8,0,1,0,3,0,0,0,1,0,3,0,3,0,3,0,2
22/2/2018,0,0,0,2,1,6,0,6,0,5,1,8,0,2,0,3,0,0,0,2,1,1,0,0,0,1,0,1
23/2/2018,0,1,0,0,0,7,0,10,0,11,0,8,0,3,0,0,0,2,0,1,0,2,0,0,0,0,0,1
24/2/2018,0,1,0,1,0,2,0,8,0,6,0,6,0,2,0,1,0,2,0,2,0,3,0,2,0,1,0,0
25/2/2018,0,0,0,1,0,5,0,3,0,5,0,6,0,1,0,1,0,0,0,2,0,0,0,2,0,0,0,2
26/2/2018,0,1,0,1,1,9,0,11,0,4,0,9,0,2,0,1,0,0,0,0,0,6,0,3,0,1,0,0
27/2/2018,0,0,0,2,0,10,0,12,0,9,0,15,0,3,0,1,0,0,0,1,0,3,0,0,0,1,0,2
28/2/2018,0,0,0,2,0,7,0,12,0,10,0,4,0,3,0,2,0,1,0,1,0,1,0,0,0,2,0,2
1/3/2018,0,0,0,1,0,3,0,12,1,5,0,8,0,0,0,0,0,2,0,1,0,3,0,2,0,0,0,1
2/3/2018,0,0,0,2,1,4,0,11,0,6,0,12,0,2,0,0,0,4,0,2,0,2,0,1,0,1,0,2
3/3/2018,0,0,0,1,1,5,0,7,0,10,0,5,0,4,0,4,0,1,0,2,0,3,0,1,0,2,0,0
4/3/2018,0,2,0,1,0,5,0,3,0,2,0,5,0,1,0,0,0,0,0,2,0,3,0,2,0,0,0,1
5/3/2018,0,3,0,0,0,6,0,5,0,9,0,12,0,2,0,1,0,0,0,2,0,1,0,1,0,0,0,1
6/3/2018,0,0,0,1,0,6,0,16,0,9,0,10,0,1,0,2,1,2,0,0,0,1,0,5,0,1,0,1
7/3/2018,0,1,0,1,0,11,0,11,0,9,0,8,1,0,0,1,0,2,0,0,0,2,0,2,0,0,0,1
8/3/2018,0,1,0,2,0,13,0,18,1,6,0,5,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,3
9/3/2018,1,1,0,2,0,7,0,9,1,7,0,6,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,2
10/3/2018,0,4,0,3,0,3,0,4,1,6,0,6,0,2,0,3,0,2,0,1,0,1,0,2,0,2,0,1
11/3/2018,0,1,0,2,0,3,0,6,0,7,0,5,0,1,0,3,0,1,0,1,0,2,0,0,0,1,0,2
12/3/2018,0,2,0,0,0,2,0,5,0,5,0,3,0,3,0,1,1,1,0,0,1,1,0,0,0,0,0,1
13/3/2018,0,2,0,1,0,7,0,5,0,5,0,8,0,2,0,1,0,1,0,3,0,4,0,0,0,0,0,2
14/3/2018,0,0,0,0,0,7,0,8,0,4,0,9,0,2,0,0,0,2,0,1,1,2,0,2,0,0,0,1
15/3/2018,0,0,0,2,0,7,0,7,0,10,0,3,0,0,0,1,0,2,0,0,0,1,0,1,0,0,0,1
16/3/2018,0,1,0,1,0,7,0,11,1,4,0,13,0,2,0,2,0,0,0,2,0,1,0,2,0,0,0,0
17/3/2018,0,2,0,1,0,6,0,8,0,4,0,7,0,2,0,2,0,2,0,0,1,1,0,0,0,0,0,0
18/3/2018,0,0,0,1,0,2,0,3,0,4,0,5,0,1,0,0,0,1,0,0,0,3,0,0,0,2,0,1
19/3/2018,0,0,0,1,1,6,0,12,0,3,0,8,0,1,0,1,0,1,0,0,0,3,0,1,0,1,0,0
20/3/2018,0,0,0,1,0,5,0,9,0,7,0,8,0,2,0,2,0,1,0,0,0,0,0,1,0,1,0,1
21/3/2018,0,1,0,0,0,7,0,9,0,4,0,4,0,1,0,1,1,1,0,1,0,1,0,2,0,1,0,1
22/3/2018,0,1,0,1,0,5,0,11,0,4,0,7,0,0,0,1,0,2,0,1,0,2,0,5,0,0,0,3
23/3/2018,0,0,0,2,1,7,0,10,1,2,0,12,1,1,0,3,0,2,0,0,0,5,0,2,0,2,0,1
24/3/2018,0,2,0,4,0,8,0,3,0,7,0,13,0,2,0,1,0,2,0,0,0,1,0,0,0,0,0,4
25/3/2018,0,2,0,2,0,6,0,11,0,7,0,2,0,0,0,3,0,1,0,1,0,3,0,2,0,0,0,0
26/3/2018,0,1,0,3,0,7,0,6,0,8,0,5,0,2,0,0,0,3,0,1,0,4,0,0,0,1,0,0
27/3/2018,0,1,0,2,1,7,0,5,0,5,0,14,0,1,0,1,0,0,0,1,0,1,0,2,0,0,0,1
28/3/2018,1,2,0,3,1,9,0,7,0,6,0,10,0,1,0,1,0,2,0,1,0,3,0,0,0,2,0,2
29/3/2018,0,0,0,3,0,7,0,11,0,7,0,8,0,0,0,1,0,1,0,2,0,3,0,1,0,0,0,3
30/3/2018,0,2,0,1,0,4,0,7,0,9,0,3,0,3,0,0,0,5,0,1,0,4,0,0,0,2,0,1
31/3/2018,0,1,0,4,0,4,0,5,0,8,0,5,1,3,0,3,0,3,0,0,0,1,0,3,0,1,0,1
1/4/2018,0,0,0,3,0,2,0,3,0,2,0,6,0,0,0,1,0,1,0,0,0,2,0,1,0,3,0,1
2/4/2018,0,0,0,0,0,7,0,4,0,5,0,7,0,2,0,2,0,2,0,2,0,2,0,0,0,2,0,1
3/4/2018,0,0,0,1,0,7,0,5,0,8,0,3,0,1,0,0,0,1,0,2,0,0,0,3,0,0,0,1
4/4/2018,0,0,0,0,0,5,0,11,0,8,0,5,0,1,0,1,0,1,0,0,0,1,0,3,0,1,0,0
5/4/2018,0,0,0,1,1,4,0,8,2,9,0,10,0,1,0,1,1,0,0,2,0,2,0,0,0,0,0,3
6/4/2018,0,1,0,0,0,4,0,13,0,9,0,4,0,1,0,1,0,2,0,1,0,3,0,3,1,2,0,1
7/4/2018,0,1,0,1,0,3,0,8,0,6,0,3,0,1,0,0,1,1,0,2,0,1,0,3,0,0,0,1
8/4/2018,0,3,0,1,0,8,0,5,0,4,0,5,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0
9/4/2018,0,1,0,1,0,7,0,7,0,8,0,7,0,1,0,0,0,0,0,2,0,0,0,1,0,3,0,1
10/4/2018,0,2,0,1,0,6,0,10,0,5,0,11,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1
11/4/2018,0,1,0,1,0,5,0,16,0,7,0,5,0,0,0,2,0,0,0,1,0,3,0,1,0,0,0,1
12/4/2018,0,0,0,1,0,2,0,11,0,5,0,8,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,2
13/4/2018,0,0,0,0,0,5,0,12,0,4,0,6,0,1,0,2,0,0,0,0,0,0,0,1,0,1,0,1
14/4/2018,0,1,0,0,0,3,0,9,1,10,0,4,0,1,0,1,0,0,0,1,0,2,0,2,0,1,0,1
15/4/2018,0,1,0,1,0,4,0,7,0,7,0,9,0,0,0,0,0,0,0,0,0,1,0,5,0,1,0,1
16/4/2018,0,1,0,2,0,1,0,7,0,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17/4/2018,0,0,0,1,0,4,0,9,0,4,0,4,0,1,0,0,0,1,0,1,0,2,0,0,0,1,0,1
18/4/2018,0,1,0,1,1,7,0,9,0,11,0,5,0,3,0,2,0,0,0,0,0,3,0,1,0,1,0,0
19/4/2018,0,1,0,0,0,4,0,9,0,8,0,11,0,0,0,0,0,2,0,1,0,2,0,1,0,2,0,0
20/4/2018,0,1,0,3,0,8,0,8,0,12,0,9,0,1,0,2,0,1,0,3,0,2,0,1,0,0,0,0
21/4/2018,0,2,0,2,0,2,0,8,1,7,0,2,0,1,0,1,0,1,0,2,0,0,0,0,0,1,0,1
22/4/2018,0,3,0,1,0,5,0,6,0,3,0,6,0,1,0,0,0,2,0,1,0,4,0,1,0,2,0,0
23/4/2018,0,1,0,0,1,5,0,4,0,9,0,8,1,0,0,2,0,1,0,1,0,5,0,3,0,2,0,1
24/4/2018,0,1,0,1,0,5,0,13,0,6,0,9,0,1,0,2,0,2,0,2,0,3,0,4,0,0,0,1
25/4/2018,0,0,0,2,0,3,0,3,0,1,0,7,0,1,0,2,0,1,0,0,1,0,0,3,0,1,0,0
26/4/2018,0,0,0,2,0,10,0,6,0,7,0,6,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,2
27/4/2018,0,1,0,2,0,12,0,7,0,10,0,7,0,0,0,0,0,1,0,1,0,1,0,0,0,2,0,1
28/4/2018,1,1,0,1,0,4,0,9,0,6,0,9,0,1,0,0,0,1,0,3,0,4,0,0,0,0,0,0
29/4/2018,0,0,0,2,1,2,0,1,0,5,0,4,0,0,0,1,0,1,0,0,0,4,0,1,0,1,0,0
30/4/2018,0,1,0,1,0,12,0,8,0,5,0,9,0,0,0,1,0,2,0,2,0,2,0,3,0,1,0,2
1/5/2018,0,1,0,2,0,8,0,5,1,3,0,8,0,0,0,2,0,1,0,0,0,1,0,3,0,1,0,1
2/5/2018,0,0,0,1,0,2,0,10,1,4,0,7,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,1
3/5/2018,0,1,0,3,0,10,0,12,0,2,0,10,0,1,0,3,0,1,0,3,0,0,0,2,0,1,0,2
4/5/2018,0,2,0,1,0,5,0,6,0,8,0,10,0,0,0,1,0,2,0,3,0,2,0,0,0,2,0,0
5/5/2018,0,2,0,1,2,1,0,12,1,3,0,9,1,2,0,1,0,3,0,0,0,1,0,3,1,2,0,1
6/5/2018,0,2,0,0,1,2,0,3,0,6,0,2,0,0,0,1,1,0,0,0,0,3,0,2,0,1,0,4
7/5/2018,0,0,0,1,0,5,0,8,0,6,0,8,0,1,0,1,0,1,0,1,0,2,0,2,1,1,0,1
8/5/2018,0,2,0,0,0,9,0,10,0,14,1,6,0,1,0,1,0,0,0,1,0,3,0,2,0,0,0,0
9/5/2018,1,0,0,4,0,6,0,11,1,7,0,7,0,0,0,1,0,1,0,1,0,0,0,2,1,0,0,0
10/5/2018,1,0,0,0,0,10,0,9,1,1,0,9,0,0,0,4,0,1,0,1,0,1,0,0,0,2,0,2
11/5/2018,0,2,0,1,0,5,0,12,1,5,0,4,0,0,0,0,0,1,0,1,0,1,0,2,0,1,0,8
12/5/2018,0,0,0,1,0,3,0,6,0,6,0,5,0,2,0,2,0,1,0,4,0,0,0,0,0,0,0,1
13/5/2018,0,3,0,0,0,5,0,2,0,3,0,5,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
14/5/2018,0,0,0,3,0,1,0,8,0,8,0,15,0,0,0,0,0,2,0,0,0,3,0,0,0,1,0,1
15/5/2018,0,1,0,0,0,7,0,7,1,4,0,5,0,3,0,1,0,0,0,2,0,1,0,2,0,0,0,1
16/5/2018,0,1,0,1,0,6,0,11,1,5,0,9,0,0,0,0,1,1,0,1,0,1,0,0,0,2,0,2
17/5/2018,0,0,0,0,0,7,0,10,0,9,0,11,0,0,0,1,0,1,0,2,0,1,0,3,0,0,0,2
18/5/2018,0,1,0,4,0,7,0,7,0,5,0,7,0,0,0,3,0,1,0,0,0,2,0,0,0,3,0,0
19/5/2018,0,2,0,1,0,4,0,7,0,4,0,6,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,1
20/5/2018,0,2,0,1,0,3,0,1,0,3,0,6,0,1,0,2,0,0,0,1,0,1,0,0,0,0,0,1
21/5/2018,1,1,0,0,1,5,0,11,0,5,0,12,0,2,0,0,0,3,0,1,0,1,0,0,0,1,0,1
22/5/2018,0,0,0,2,0,4,0,8,0,9,0,7,0,0,0,2,0,1,0,1,0,3,0,3,0,1,0,0
23/5/2018,0,2,0,2,0,4,0,10,0,4,0,10,0,1,0,0,0,1,0,1,0,1,0,3,0,0,0,0
24/5/2018,0,1,0,0,0,8,0,8,0,10,0,6,0,0,0,1,1,0,0,0,0,0,0,1,0,2,0,1
25/5/2018,0,0,0,0,0,4,0,6,0,7,0,5,1,2,0,2,0,0,0,1,0,0,0,4,0,1,0,4
26/5/2018,1,2,0,0,0,9,0,10,0,6,0,4,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,2
27/5/2018,0,1,0,1,0,5,0,4,0,11,0,6,0,2,0,1,0,2,0,0,0,1,0,1,0,2,0,0
28/5/2018,0,0,0,0,0,4,0,4,0,4,0,6,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1
29/5/2018,0,0,0,0,0,5,0,13,0,5,0,6,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
30/5/2018,0,1,0,1,0,7,0,10,0,5,0,8,0,2,0,1,0,0,0,1,0,4,0,2,0,1,0,0
31/5/2018,0,0,0,0,0,7,0,12,0,10,0,4,0,3,0,2,0,0,0,1,0,1,0,0,0,0,0,3
1/6/2018,0,1,0,0,0,7,0,7,0,6,0,6,0,3,0,0,0,2,0,1,0,2,0,0,0,1,0,1
